,상호명,도로명주소,위도,경도
313,노래하는청춘열차,서울특별시 구로구 경인로33길 75,37.50119124,126.8507332
314,이자카야유우,서울특별시 관악구 당곡길 74,37.49203542,126.9272494
315,아워캔버스,서울특별시 강동구 천호옛길 57,37.5343932,127.1237461
316,레이블,서울특별시 강남구 학동로53길 19,37.51834126,127.0397697
317,수,서울특별시 강남구 봉은사로49길 7,37.51040268,127.0419526
318,거미집,서울특별시 송파구 마천로51길 9,37.49600819,127.1509068
319,우리포차호프,서울특별시 관악구 난곡로75길 8,37.48580685,126.913193
320,파이프,서울특별시 관악구 신림로59길 15-13,37.48271101,126.9293953
321,사거리포차,서울특별시 노원구 노해로81길 16,37.65562951,127.0628467
322,깊은숲,서울특별시 마포구 독막로 27,37.5484965,126.9165724
323,안암카페씁에스프레소바,서울특별시 성북구 고려대로28길 5,37.58602419,127.0304882
324,히어로포테이토,서울특별시 송파구 풍성로26길 18,37.53208704,127.1189757
325,낭만치맥,서울특별시 서대문구 북아현로1길 17,37.55866007,126.9535155
326,칠점팔,서울특별시 종로구 율곡로6길 27-5,37.5760665,126.9895219
327,주막골,서울특별시 관악구 중앙길 5,37.48361458,126.9538169
328,윈윈,서울특별시 강남구 봉은사로1길 37,37.50711975,127.0239654
329,바스타,서울특별시 광진구 아차산로33길 14,37.54092187,127.0702025
330,나니별관,서울특별시 영등포구 문래로 183,37.5184604,126.9024367
331,인심좋은청년오라비포차,서울특별시 영등포구 도림로59길 4,37.49733767,126.9031644
332,쉘브르,서울특별시 관악구 신림로65길 20,37.4851256,126.9283771
333,강남주막다방,서울특별시 강남구 가로수길 16,37.51900853,127.0233467
334,행당맥주,서울특별시 성동구 행당로17길 22-1,37.56027655,127.0331989
335,역전할머니맥주,서울특별시 노원구 노해로81길 16,37.65562951,127.0628467
336,유명한닭꼬치,서울특별시 동작구 신대방2길 2-5,37.48772281,126.9128373
337,호수,서울특별시 성북구 돌곶이로 44-1,37.60812255,127.0600453
338,그레이바틀,서울특별시 송파구 법원로 114,37.48604895,127.1209979
339,아우라,서울특별시 송파구 석촌호수로18길 10,37.5060638,127.1009472
340,버클,서울특별시 금천구 금하로14길 28,37.4522382,126.903925
341,삼대전집,서울특별시 은평구 연서로24길 1,37.61640454,126.9192012
342,섭스포차,서울특별시 구로구 고척로 148-2,37.50283582,126.8502895
343,모로미쿠시,서울특별시 영등포구 국회대로36길 14-2,37.52600358,126.8977556
344,엑소엑소,서울특별시 마포구 어울마당로 55-2,37.55029288,126.9208696
345,슈가레이,서울특별시 마포구 와우산로 75,37.55124087,126.9230514
346,정남식당,서울특별시 동작구 사당로29가길 36,37.48659869,126.9797599
347,산들애치킨,서울특별시 송파구 삼학사로 91,37.50543845,127.0969282
348,명동포차,서울특별시 중구 명동2길 8,37.56294853,126.9823191
349,마루이,서울특별시 서대문구 통일로 432,37.58774866,126.9457599
350,제이에스,서울특별시 송파구 백제고분로7길 32-11,37.51033875,127.0827076
351,유다,서울특별시 송파구 백제고분로7길 29,37.51089305,127.0821465
352,쫄병닭발,서울특별시 강서구 강서로 22,37.52982752,126.8480877
353,갯마을오징어포차,서울특별시 강서구 양천로 609,37.55523834,126.8659409
354,신월,서울특별시 성동구 연무장1길 8-5,37.54457644,127.0504893
355,젠2,서울특별시 마포구 와우산로21길 28,37.55245092,126.922355
356,창동민호네곱창,서울특별시 도봉구 노해로63길 84-9,37.65253114,127.0472465
357,대회리100번지,서울특별시 중구 마른내로6길 18,37.56339162,126.9951263
358,한국포차,서울특별시 성북구 종암로 132,37.6019072,127.0334984
